id	loc	bytes	jp	en
1343	14:$7EE6	294	      0            かょ    か  E   ょ せ       30に  か  か    0？に1   ？ょ 3    7 ょ3に     に 73   か        <$88>                    ？                  ょ ょょ      ？ □  0  ほ     か  か  ょ ょ  3 こ      ょ       0         は   1 か せょ？   3 ： ？ ょょ       か？   0   かか 0  か        ょ        73  7     0           お  ェカミえフミフャミ	
1344	30:$7EC3	2	のむ	
1345	30:$7EC6	2	よむ	
1346	30:$7EC9	2	ふる	
1347	30:$7ECC	2	みる	
1348	30:$7ECF	4	たべる	
1349	30:$7ED4	4	そうび	
1350	30:$7ED9	3	いれる	
1351	30:$7EDD	2	おす	
1352	30:$7EE0	4	なげる	
1353	30:$7EE5	2	おく	
1354	30:$7EE8	2	かく	
1355	30:$7EEB	4	せつめい	
1356	30:$7EF0	2	うつ	
1357	30:$7EF3	3	なまえ	
1358	30:$7EF7	4	こうかん	
1359	30:$7EFC	0		
1360	30:$7EFD	0		
1361	30:$7EFE	3	ひろう	
1362	30:$7F02	4	はずす	
1363	30:$7F07	0		
1364	30:$7F08	3	だす	
1365	31:$41D0	3	おかね	
1366	31:$41D4	7	とうたつちてん	
1367	31:$41DC	5	なんいど	
1368	31:$41E9	12	けんのつよさ  ▌ちから	
1369	31:$41F6	14	たてのつよさ  ▌けいけんち	
1370	31:$422F	5	どれを？	
1371	31:$423C	15	  アイテムを もっていません	
1372	31:$4261	19	カタカナ  すすむ もどる  おわる	
1373	31:$4275	18	あいうえお はひふへほ  ぁぃぅぇぉ	
1374	31:$4288	18	かきくけこ まみむめも  ゃゅょっー	
1375	31:$429B	18	さしすせそ や ゆ よ  01234	
1376	31:$42AE	18	たちつてと らりるれろ  56789	
1377	31:$42C1	18	なにぬねの わをん<$C2><$C3>  ＋−［］？	
1378	31:$42DB	20	ひらがな  すすむ もどる  おわる	
1379	31:$42F0	18	アイウエオ ハヒフヘホ  ァィゥェォ	
1380	31:$4303	18	カキクケコ マミムメモ  ャュョッー	
1381	31:$4316	18	サシスセソ ヤ ユ ヨ  01234	
1382	31:$4329	18	タチツテト ラリルレロ  56789	
1383	31:$433C	18	ナニヌネノ ワヲン<$C2><$C3>  ＋−［］？	
1384	31:$4356	5	どうぐ	
1385	31:$436A	19	これいじょう なまえをつけられません	
1386	31:$4385	3	ツボ	
1387	31:$4390	4	あしもと	
1388	31:$43A3	5	 とじる	
1389	31:$43A9	4	 おわる	
1390	31:$43B5	5	 とじる	
1391	31:$43BB	6	 でぐち	
1392	31:$43C2	4	 おわる	
1393	31:$43DC	7	 つづきから	
1394	31:$43E4	10	 ツキカゲむらから	
1395	31:$440B	4	 いいえ	
1396	31:$4410	3	 はい	
1397	31:$441B	5	 やさしい	
1398	31:$4421	4	 ふつう	
1399	31:$4426	7	 むずかしい	
1400	31:$4435	15	だい   もん  なんいど	
1401	31:$4453	19	 どのもんだいを えらぶアルか？	
1402	31:$446E	3	 くさ	
1403	31:$4472	5	 まきもの	
1404	31:$4478	3	 つえ	
1405	31:$447C	4	 つぼ	
1406	31:$4481	6	 たべもの	
1407	31:$448F	4	 ぶき	
1408	31:$4494	3	 たて	
1409	31:$4498	5	 うでわ	
1410	31:$449E	2	 や	
1411	31:$44A1	4	 そのた	
1412	31:$44BB	14	あいてむをかくほできません	
1413	31:$44D1	16	まだパスワードはありません	
1414	31:$44F7	12	ふうらいにんばんづけ	
1415	31:$4526	5	はじめて	
1416	31:$452C	21	 『ふしぎのダンジョン』を するひと	
1417	31:$4549	8	 クヨウとうげ	
1418	31:$4552	13	 ツキカゲむらでぐち	
1419	31:$4567	20	『ふしぎのダンジョン』シリーズを	
1420	31:$457C	19	       やったことが あるひと	
1421	31:$459E	16	スーファミ『ふうらいのシレン』を	
1422	31:$45AF	19	     クリアーしたことがあるひと	
1423	31:$45CA	10	 ツキカゲむらから	
